text,toxic
"Abortion isnt responsibility, its an effect of being irresponsible. You use rape as its the only reason for abortion when its the minority of most abortions performed. ""If contraception was 100% effective it would be a different story, it isn't."" Maybe sex shouldnt be used more responsibly instead of the causal attitude we have about it  .",0
"I see that ODOT is no longer fretting over a possible fuel shortage being caused by folks driving to see the eclipse. That's really too bad. We could use a good old-fashioned fuel shortage, even if it only lasts a day or two.",0
You thought wrong.,0
"More like $85,000, which split in half would amount to $42,500. 
 Richard Whyner is running something...",0
That won't ever happen because there are millions a year that goes from NEA to elected leaders to make the systems work to make them rich,0
A close look would reveal all these tax fanatics would pay nothing. It sure is easy to blow somebody elses cash!,0
"I don't believe the Foundation expenditures were fishy, but I do think that foreign entities were using their donations to gain access to the Sec. of State.  Pay-to-play.  That's troubling, but not nearly as troubling as having direct, for-profit business dealings with foreign powers.",0
It's disingenuous. If you wish to give then give.  Don't make it dependent upon what others do.  I understand that this is America and corporations rule but giving should not be self-serving.,0
"Activists in Norway successfully pressured the largest bank in the country to divest its interests in DAPL.  The First Bank also accounts for 10% of owner company's line of credit on the project, and the activists believe that the bank will follow through and withdraw that financial support when possible.  The entire world is watching this, and there are many, many people around the world expressing support of the water protectors. 

In the US, sheriff's departments that previously expected to travel to assist the local law enforcement at Standing Rock are backing out due to pressure from their constituents, who do not want their elected officials participating in the obvious oppression. At the same time, a group of veterans has raised more than $330,000 to travel to Standing Rock prior to the December 5 deadline in support of the Lakota and other protectors.",0
"10% reduction for being late to the table.

Gotta stop listening to those Conservatives who keep wanting everyone to gang up on the government.",0
"Let's make sure it CAN'T happen, regardless of whether it currently does!",0
"America will make sure it starts a MAJOR War, a Win-Win American corporations make Lots of money and , well ""Population control? !!!!!!!!!",0
"You are right that college used to be much less expensive.  My tuition as an ""out of state"" student to the UW was $98 per qtr. for tuition.  That did not include books, dorm, etc., but the overall total was not high.

However, the reason tuition has gotten so high is actually because of gov't guaranteed student loans.  When universities realized they would have all these students to pick from (instead of students picking the university), they decided to expand and grow and give raises to their staff and faculties, etc., etc.  And, it's been that way ever since!  And, the gov't would always be there to guarantee that no private bank or univeristy would be on the hook for unpaid tuition.  Many students then decided to just extend their H.S. by going with their friends to a university and many had no idea what they were there for.",0
"You grow up AH...there is a huge difference between being scared and being prepared!  We know that there are bad people out there who would not hesitate to do us harm to accomplish their wants.  Many of the innocents don't have the physical capability to resist...I constantly worry about the safety of my wife and daughters and granddaughters.  They have taken steps to arm themselves for any eventuality, but also realizing that there are those out there who are capable of doing harm to any of us.  Are you relying on the cops to prevent any harm to you???  Very little of their time can be used in actually preventing a crime...they simply can't be everywhere all the time.  As other commenters have noted, and I am of the same belief, we anticipate that there will be more bad people on the street as a result of 91.  I'm reminded of the female Washington driver who was asked by a policeman ""what are you afraid of"" upon informing him that she had several guns in her car... ""not a damn thing"".",0
"And he should have strongly condemned the violence and offered support for the police who were trying to enforce the law.  Instead he took a soft approach toward the violence. When the justice department's investigation vindicated Darron Wilson's account of the events that precipitated those riots, I did not hear an apology from Obama for jumping to conclusions before the facts were out.  

He condemned the ""militarization of police.""  As if pepper balls, pepper spray, smoke grenades, tear gas and other non-lethal means use to break up riots and get people to disperse constitutes ""militarization.""",0
"Hey Dick, you gonna be the one to round up their guns? Will it shatter your worldview when no one comes for their guns?",0
I did. It gave the 700 horses Banrupt rancher Leachman was arrested for starving and releasing on lands that weren't his.,0
"The information in Behnam's article is well documented and obviously well researched.  It is difficult for some people to accept that U.S. allies (Saudis and Israelis) are sponsoring terrorist groups, especially in Syria, and that Iran is fighting ISIS in Iraq and Syria.  Many of the accusations against Iran have never been proven.  Who invaded Iraq, who invaded Syria, who invaded Yemen, and who invaded Afghanistan, and who are the occupiers in the West Bank and the Syrian Golan Heights?",0
"When declaring that ""filth like [rape] lies very close to the surface of our so-called Christian society"", rape statistics are *extremely* relevant.",0
"Okay, so you're saying he has less chance than Stanfield had.  That amounts to the same thing, doesn't it?",0
"Do you remember G & M's advertising campaign of a few years ago? ""Anyone can have an opinion. But is it informed?""",0
Does anyone know how to get rid of these annoying questions we have to answer in order to post an opinion on this site?,0
This is the first of many to come reactions to Trump's plan to not involve Congress.  The Congressional lawmaker are not going to allow Donald to usurp their responsibility to create laws.,0
"""Get rid of your anonymous Breitbart and KGB spammers, G&M.

Make any Canadian publicly standing up for Trump's bigotry now use their REAL NAME.

PAPERS PLEASE !""

Maybe the positive side of Trump is that he is energizing rational-minded people to combat the spread of neo-nazi hate.",0
"One small distinction:  these weren't the king's deer, they were all of ours.  This wasn't a case of subsistence hunting.  Rather, just 3 idiots driving around looking to poach deer.  It's a pretty simple concept; play by the rules the rest of us follow or run the risk of paying the penalty.  Your ""stealing the kid's rifles"" claim is laughable.  He used the rifles to commit a crime.  One of the penalties for using weapons to commit crimes is loss of the weapon.  In simpler words for you, this was not a civil forfeiture.",1
"Snarky, I don't need for you to defend me but thx anyway! I am disappointed you have completely missed my point which your link actually makes for me.

Your blog represents one person's revisionist views of history. They aren't supported by research or qualified analysis. What he considers ""research"" conveniently isn't linked + quotations are the usually incomplete, edited for effect types typical of propagandists.

A proper examination considers both sides of the issue.

I especially love the way the blogger concludes in this fashion: ""From the 1920s through the 1980s, communists and socialists in the Soviet Union, Southeast Asia, Africa, + Central and South America wrought a level of death + destruction nearly unprecedented in human history, murdering nearly 100 million human beings — all in the name of social justice."" Notice how he conflates extreme aspects of the movement world wide + uses it as validation of his argument as related to this country, contrary to the article title.",0
"Avakian is corrupt.

http://www.forbes.com/sites/adamandrzejewski/2016/10/24/brad-avakians-political-hacking-of-the-oregon-bureau-of-labor-and-industry/#40b4e9b19352",0
"I would think it would be very hard to find a qualified candidate. The idea of joining the cabinet at this point in time and working for Trump would deter the better candidates. They certainly would not take the job if they were expected to fire Mueller. Giuliani was supposedly the leading choice, but Giuliani seemed to kill that by saying that Sessions was right to recuse himself (any decent lawyer would agree) and that he would not want the job.",0
"Now to add my ten cents regarding the partner -  ok, I truly think we are spending too much time 'hunting' for discrimination.  Your rights are protected, ignore stupid people.  Be polite, cheerfully direct and smile at the scowlers, and then give your guy a hug and walk away. If the offender inserts their giant foot into their giant mouth just smile, raise a quizzical eyebrow, and realize that foot/mouth thing is quite a handicap.  The only way we are going to heal the damages of the past 8 plus years, 😉,  is to move forward and leave the ugliness behind.",0
James - He apologized.  Let him who is without sin cast the first stone.,0
300 fine still feeble but better than 50.  1500 and the fuzz will get on board ... 2 cents.,0
"Well, I might agree [normally], but Stephen Harper isn't all that old .....",0
"It saddens me that children who really love their parents and want to be with them, can't, because of some misrepresentation of law or diagnosis...",0
Wow.  I had no idea that an actual threat on a life in the U.S. was so frequent.  Glad I'm leaving.,0
"Not all of them but many of them are for agreeing with Trump about blacks, women, the disabled, etc., etc., etc.. Being American does not mean being conservative only.",0
"Tears of joy for little Fatemeh Reshad, the surgeons and staff at Oregon Health & Sciences University’s Doernbecher Children’s Hospital, and the many folks who had a hand in her coming to Portland for life saving surgery. Good news travels fast and may the world see America as a healing nation for everyone.",0
"What they did might be legal but defintiely not 'pono' for many people and State legislatures.  Would it have been that difficult to give legislatures  a courtesy call of how Gorak would be made interim commissioner and if they had questions they would be given a chance for some input?  It is NOT who they chose but HOW they are going about their business, acting like sneaky ninjas using the cover of darkness in handling Gorak at the PUC and Galera in the DOE.",0
"If they don't get the responses they want they simply delete the comment. Its called stacking the deck so they can say ""See? People agree with us""
214Montreal
-
very good comment
we hear you
surprise you have not been deleted yet",0
Why isn't Lieu over giving a hand and helping. I guess libs are good at 2 things.  Lying and being hypocrites.,1
"Or the building of a world class facility, coupled with an endowment for new positions and 30% increase in research funding, will help recruit talent to and retain talent in the area. Specifically 250 research graduate students,
150 post-doctoral researchers, and 30 research scientists. No, I find you analysis dubious. Though I'm not surprised a person who chooses the user name ""crankypants"" puts forth such a myopic and pessimistic evaluation of this project.",0
"Yeah, the ""Modern"" Macaroni Company is looking pretty ancient to me.",0
"One thing to consider is the immense advantage that an incumbent has in elections. Had Frank Murkowski appointed someone other than his daughter, it is highly unlikely that she would have been elected to that seat in 2004.",0
Irrelevant,0
Political Correctness to the max by the foolish Democrats who run N. O.  Trying to erase history as did the Communists in Russia.  Come to think about it...Democrats..Communists...not much difference in the end.  LOL,1
"Oh, right, that was supposed to be funny, wasn't it.

Surely you must have seen ""The Day the Earth Stood Still,"" with Michael Rennie.  One of the best alien features of all time.  Or is any alien film too lowbrow for you?",0
"Couldn't agree with you more. But the argument used by those who want to protect government budgets is, ""Show me where to make the cuts."" If the answers were obvious, they already would have been done. The savings aren't obvious--but the potential is still huge and could be identified if we looked at every department of government and asked: 
1) What programs are really necessary and which are not?  
2) Can necessary programs be handled more efficiently by the private sector? 
3) For those that should remain public sector, where is there waste in processes? (activities which add no value such as unnecessary reports, excessive meetings, duplicative activities, etc.)
4) Should public employees contribute more to their healthcare like those in the private sector do? 
5) Can overtime be eliminated? 
6) Etc..

The reality is that many would oppose such a process, because government inefficiency creates more jobs, union dues, overtime bonuses, and thus bigger pensions after retirement.",0
"Brilliant ""logic"" — but, mom, the other kids are doing too!",0
"I notice several posters on Civil Comments are lawyers.

Curious that it took a _mind-altered_ person like myself being on jury duty for the first
time in 1984 to discern a serious flaw in Lane County’s jury selection process. Detecting a palpable err, I hastened to the State Judiciary, Salem, to inform Helen, a woman in charge, who told me that Lane’s process was illegal.

After her investigation, she was shocked that the flaw had been overlooked for 10 years-allowing jury manipulation. Not one juror, judge, lawyer noticed the flaw before I became a juror.
The system was changed within a month.

Thanks for the compliment!

I attribute the fact that I have probably effected more real change not only to 7 yrs of advanced education, graduating first in my class in a small lib arts college, but also to the fact that I developed new ways of seeing after living in S OR for several years learning lessons cannabis can teach. (Meditation, yoga too yes; different strokes for different folks.)",0
"Set the age at 21.
At 18, this youths, still hang around plenty of under age friends, 15's to 17's. They'll be more than willing to make it easier for them to start the drug indoctrination at an earlier age.
Junior probably was given a joint instead of a milk bottle, so he's fine with our youth  high on weed.",0
"OK Mr. Secretary, you hypocritical sleazebag, where's the rest of our $400k? I feel we're about $350K light. Maybe your air-head trophy-body wife (certainly cant't be her brain) can hawk some of her big label bling to cover the spread. I'd be truly amazed if you had any ideas how disgusting you are. Drain the swamp? Jeeze, you ARE the swamp.",1
"The writer of this article probably couldn't have a worse example of to cast a pale light on Mr. Castro.

Pinochet was a mass murder and tortured people on an epic scale only second to what happened in Colombia. Castro was small potatoes compered to what happened in those countries, both backed by the US mind you.

I get it, the author has an axe to grind about Castro, but I think he loses credibility from the lack of perspective with his example.",0
"Right - but how would my neighbors (or the holier-than-thou types) know whether I let my friend stay for free or if they went through Air B&B. And what business would be of yours to as to whether the individual/s housesitting for me were friends there for ""free"" or Air B&B guests who performed a service for me in return for temporary lodging?",0
"Ah yes, the consistent ethic of life -- something you apparently don't hold with. In the ""Faith coalition takes a stand against gun violence"" thread, you were in favor of using guns to kill those you deem ""bad people"".",1
Your dog is living the life my friend.,0
"too funny: ""I found her not photogenic at all - somehow in most of the pictures I see of her, she either looking at someone like she would like to punch them on the nose or is scowling....""

Yes, unlike the smilingly effervescent and handsome-to-a-fault Donald Trump.

Apparently his comb-over is anchored to his jowls, making his ever present scowl a neo-medical necessity.",0
"I'm pretty sure Utqiagvik was was a permanent year round settlement during most of it's history. That being said lots of people left the village in search of other resources spring through fall.

As to meanings I'm sure local folks will be talking about that and maybe even make an official statement if a consensus can be reached.

Barrow/Utqiagvik is 43% nonAlaska Native. Yet the name change vote was nearly 50-50 passing by only six votes so clearly non Native voters help to pass it.",0
They can now return to the country of origin With all that going for them they can do quite well.,0
"People who liked, shared and forwarded Kremlin agitprop should be forced to have a facebook picture frame that says ""Dupe"".",0
"The verb ""Bork"" did not come into the language because the hearings were fair and reasonable.

https://en.oxforddictionaries.com/definition/bork

bork  verb [WITH OBJECT] US informal

Obstruct (someone, especially a candidate for public office) by systematically defaming or vilifying them:

‘‘We're going to bork him’, said an opponent’

‘is fear of borking scaring people from public office?’",0
"Given Eugene's top donor is Peter Zieve who's been well documented as intolerant towards Muslims in his business. We cannot afford to have the city council influenced by this type of bigotry. If Eugene is 'one of us' who respects everyone in Redmond regardless of their culture, religion or ethnicity, he should return the donation. 

Peter Zieve's email about Muslims
https://www.seattletimes.com/seattle-news/ceo-makes-fiery-emails-about-muslims-part-of-the-workday/

Eugene's donors
https://www.pdc.wa.gov/browse/campaign-explorer/candidate?filer_id=ZAKHE%20%20052&election_year=2017",0
You should probably also factor in what it would have cost to rent for those 25 years.,0
"Bingo.  Elected officials come and go.  Who honestly remembers legislators such as Billy Akers, Joseph Chuckwuk, Mary Miller, Mark Hodgins and Drew Scalzi today?  I chose those names because they were all one-term members of the House.  Meanwhile, ever since the oil money started flowing into the state treasury around 1979 or 1980, we've had an ever-increasing problem with an entrenched bureaucracy, people who stick around for decades and wind up having more influence in state policy due to that entrenchment than a great many elected officials do.",0
"Does anyone remember the recall by Remington. Problem was with the trigger. If a round was in the chamber, it didn't take much to set off. There's always room for gun safety. And, that includes knowing if your gun has been recalled.",0
"Withholding information for a few days as they investigate and a person is fighting for his life in the hospital – yes no issue

Releasing information prior to the next training exercise / when they have gathered all the information and calmed things down – yes absolutely",0
"The first thing people enjoy doing is pointing out the negative, as if I could tell if the truck was parked.  Acknowledging what I was stating I realize it too hard to do, that is showing a positive, and a negative works so much better.  Thank's",0
Atta way to go Fasteddie (Felson)!,0
Those uniforms are butt-ugly.,0
It's a violation for a council member/members to tell you what was discussed during an executive session.,0
"I had read that wearing a hijab is not a religious requirement, but a custom: true?",0
Guess who's head will be on that silver-plated platter? ItsMe! ItsMe! Peace and Prosperity follows the Left. Wars and Income Inequality follows the Right. Not a hard choice. Either you're with the USA or you're with the Monied wherever they operate. (Usually offshore) Feel The Bern on that.,0
The communist party was certainly no better. The Great Leap Forward and the Cultural Revolution was responsible for the deaths of 10s of millions Chinese. They are without a doubt among the most evil organizations to ever exist.,0
"'Justin Hood', perfect!

But more along the lines Dennis Moore from the Monty Python skit: He steals for the poor and gives to the rich.",0
Way to go Heather! Keep up the adventures!,0
Left overs only take you so far..........,0
"Walker has established he will be a one term Governor.

Walker was elected Governor NOT because of Walkers policies and vision, but on a ""anybody but Parnell vote"".

Walker has proven his ""dream/vision of a LNG pipeline"" is a embarrassment for Alaska.

The political corruption and lack of the State Employees doing their jobs properly continues from the Parnell Administration into Walkers administration.

Walker has been unable to cut and address State Employee inability to accomplish their jobs properly under his term 

The do nothing  ""kick the can"" attitude of State Employees continues from the Parnell administration into the Walker administration.

Walker needs a mass firing (cutting) of  do nothing State Employees to lead the way to a balanced budget for Alaska.

That is not happening under the Walker watch.

Next Governor please!",0
The federal government is a customer. Sharpen your reading skills and sheath your dull quill until your comprehension improves.,0
"Again someone who gets to decide who can be Catholic and who cannot. Go, be happy with your church of laws; I take the Roman Catholic Church of Jesus, which is love, peace, compassion.",0
"Betting is for gamblers, not fans. Everyone knows that.",0
"Trump Jr. had a 20 minute meeting. And that little 20 minute meeting is all you on the left has focused for over a YEAR! Whoopeeee!  Now, some dirt on your side. Hillary and her staff met for hours, weeks on end for dirt on Trump. Which was worse? Hillary moved 20% of Americas uranium to Russia, a week later Russia dumps $140 million into the Clinton Family Foundation.  Which was worse?  Bill met with Loretta on the tarmac in an attempted rendezvous, a week later Hillary says she will appoint Lynch to AG  when elected Pres.  Which was worse? I could go on and on, but you haven't been paying attention.  Good grief.",0
"Agreed.  There is no innocence in this story, and the cabbie is a despicable pig who should never be placed in a position of trust anywhere, ever.",1
"""Whatever is not worth doing, is not worth doing well.""

Good one.  Reminds me of an old witticism by George Will, on the supposed superiority of aluminum baseball bats:  ""Longevity is no virtue in something that shouldn't exist in the first place.""

That said, your statement that ""Jesus' 'living presence'  . . . is so amorphous as to be . . . the inspiration for . . . incredible harm"" is unprovable, and thus, by your own lights, not worth much.  Jesus, even just reasonably well understood, is goodness itself, and therefore, cannot be the inspiration of evil.",0
""" The fixed wing single engine four seater was reported missing earlier today, officials said.""  Uh note to SA.  Usually all small airplanes are fixed wing, unless it's a rotary wing, but then you call it a helicopter.",0
"Sure, they would have just loved Trump -- a chronic liar, a criminal (fraud), and champion of oligopolies and an ideology that serves the wealthiest, a guy who obstructs investigations into foreign entities interfering with our elections, and so many other anti-American activities -- LOL. 

I was for Bernie; however, I knew Trump would be the horror story of a completely incompetent guy in the WH, serving the interests of only his base, not the will of the vast majority of the American people.",1
"Relax, it hasn't happened!",0
"Just in case readers were wondering what the phrase ""punish the victim"" means...",0
"there are always at least two sides to a issue.  sweeps are not to solve homelessness, to think so is ludicrous.  sweeps are conducted to return the commandeered parks, roadway, beaches and return them for use by the people.  homeless have no rights to deprive citizens of unfettered use the parks, beaches and roadway.   we simply cannot allow the homeless to destroy our parks, roadway and beaches.  if they were good stewards of the property, that might be another story, but clearly they are not.  further solving homelessness is not the sole responsibility of the government, the homeless themselves must be accountable too.",0
Maybe some are leaving because they don't think the OLP can win the next election but Sandals and Matthews have been around a LONG time and Sandals at age 70 has a pretty good reason to retire.,0
"skinut>  And so would Hillary be proud of you, just  another loser to keep her company, ha,ha,ha!!!!  I still don't hear any laughing from you, only a bunch of oozing ""sour grapes,"" ha, ha,ha!!!!!  Loser to the max, ha, ha,ha!!!!  Why don't you quit while you think you're ahead, loser????",1
"CEO Kamana’opono Crabbe's contract calls for hooponopono, a Hawaiian practice of reconciliation and forgiveness.
.
One wonders why those filing over 200 pages involving allegations against Akana should embrace hooponopono rather than litigation to resolve their differences.  Perhaps to them kala is more important than aloha.",0
"I would prefer US Lawmakers to work on problems concerning US citizens.  Anyone not here legally can go to the nation of their birth.  The sooner, the better for all.",0
You can view it however you would like and respond accordingly next election.,0
"I would bet OPEC is just licking it's chops, hoping this protest will shut down this pipeline,  reduce the Bakken field out of business, & buy it all up cheap.  

When oil prices go back up, OPEC will make a killing.",0
Deep ecology madness is a sad sick religion.,1
"Let's generate a list of new apologies to make, and maybe a schedule of re-apologies.",0
"This is from today's Star Advertiser - report on real estate sales recorded in early August.   
(Business section - check it out yourself) Look at these properties on the City and County website (http://qpublic9.qpublic.net/hi_honolulu_address.php) for how much they will pay in property taxes to the City and County.  Where is all THAT money going?

THIS is what we should be worried about.  
These are all in the Waiea Building which is the first of 22 buildings approved by HCDA for construction by Howard Hughes Corp.  
 These are condo apartments folks. NOT palatial enclaves on Diamond Head. 

1388 Ala Moana Blvd #3604	8/10/17	$4,692,000
1388 Ala Moana Blvd #5705	8/10/17	$6,917,000
1388 Ala Moana Blvd #6301	8/10/17	$3,876,000
1388 Ala Moana Blvd #6404	8/10/17	$6,597,000
1388 Ala Moana Blvd #6800	8/7/17	$18,800,000
Many many more already sold at these prices.",0
"I, for one, would rather subsidize actual health care--including drug development--for all, instead of subsidizing the obscene unearned profits and obscene CEO salaries of the American health care oligopoly, which pays off Congress to eliminate real competition and a true free market in health care--which is probably the best example of an essential  service that should not be completely at the mercy of the vagaries and vicissitudes of free market forces anyway.",0
I don't understand why you hire a writer who hates TIFF (and himself) to cover the fest every year. The contempt Semley shows for his subject and his readers is disgusting. These articles a waste of  precious newspaper space. Such a shame that Canada's largest and most prestigious paper continues to publish the work of such a loathsome jerk. He must have friends up high at The Globe. He certainly doesn't have any fans amongst your readers and we're getting sick of his nonsense. No one cares about Semley's private whining as much as the author and his journalistic navel-gazing poisons a paper with so many genuinely talented and insightful writers. I wish The Globe would hire people who actually like movies to review films and TIFF rather than continuing to employ this narcissist. I'm not alone in that opinion either. He is loathed outside of the Toronto bubble that confuses snappy self-obsession with intelligence.,1
"He gets off on being a disruptive shocking person- it's not that complicated. Lots of people, especially media personalities, are like that. It's boring as all hell, and if you find yourself surrounded by people with swastika flags shouting 'Blood and soil' and they agree with your world viewpoints, that's on you. 
He does scare me a bit more than Levant, though. I feel like Levant is just a huckster who likes to rile people- he doesn't seem invested in his garbage viewpoints past where they can get him notoriety. Also he doesn't seem brave enough to assault people.
 McInnes seems like he might actually fundamentally feel this juvenile hatred and hurt people.",0
Tulo should go down to Parkside and buy some of the street people a good meal with his 250 netK paycheck.....that would make me a fan!!!,0
Does not the climate change from year to year?  Decade to Decade? and Century to Century?  Are these the same scientists that love to change data that they do not like?    Sounds like you also believe in the false doctrine of an ancient earth also.,0
Ray Anthony - Pretty pathetic response; you can only come up with personal insults rather than solid arguments.,1
Sorry for your loss.  Your mom's Alzheimers is only one of several types of dementia. And most probably your mom deteriorated over several years.  She may have been competent to make financial decisions in the early stages before a diagnosis was made.  I volunteer on a dementia unit weekly.  Until a diagnosis is made by a professional we are all just guessing.,0
Very nice essay!  I love the waxwings.  I have been seeing large flocks in recent days but they haveyet to descend on our trees.  I am hoping to be around when they do!,0
"Well said Mr. Bielefeld.
We'd like to believe Mr. Smith's letter was tongue-in-cheek, but we doubt it.  There really is a movement afoot to give up on democracy and replace it with some sort of passionate Strong Man, a recurring theme in World History.  
There are different types of leadership called for at different times.  Gen. Patton may have been  the man for the job in spearheading a mad dash across Germany, breaking some rules to break the enemy.  But no one considered  him fit for the  presidency  after the war.
On the other hand Gen. Eisenhower, for better or for worse, was viewed as a strong but moderate leader who could successfully operate large bureaucracies.  And as president he warned us of the danger of the military-industrial complex.  
Who remembers that today?",0
Why are you still obsessed with Hillary?  This story has nothing to with her and vice-versa.,0
"It is absolutely a free country and I hope it remains so.  But this isn’t about word police or freedom of speech.

Rather than Mr Duke provide a rational reason for his objection to Trudeau’s tolerance, or Mr Kouvalis providing a reasoned challenge to the accuracy of a university professor’s viewpoint, each man descended to that time-honoured schoolyard tactic of hurling epithets.  In the case of Mr Kouvalis, at least, we are speaking of an educated man who would presumably have grown out of short pants by now.

Both the United States and Canada are blessed in that our laws support a free exchange of ideas.

But I don’t think the right to gratuitously insult someone you don’t agree with was what the authors of the Charter of Rights and Freedoms or the First Amendment were thinking about when they took pen in hand.",0
"Old school cOOl.  Sweet story to share.  The old days were like that all the time: peaceful, personal, quaint and very, very slow paced.  l2g",0
"Wow, that's  a very concerning thought... At least with TheBus, they can dispatch a replacement bus if one broke down... I guess the riders would have to hike to the next terminal...?",0
Why?? My sincere condolences to his family and friends.,0
"What was that you were saying about liberals, wing nut?  And most Americans don't favor nationalism and all the other lies you and your pathogically lying Fuhrer vomit out endlessly.  Most favor the exact opposite. You'll see soon enough. WLB.",1
He wrote this steaming pile of manure and will vote to aid his real supporters. Screw the rural hospitals and his voters they serve.,0
"Uh - oh,  get  ready for another red line.  Typical schoolyard threats from Obama.  - - -  time will tell, no?",0
"What Leonard Pitts so fantastically forget is that no one really is questioning Colins Kaepernick's right to protest. It is his Constitutional rights to do so and as long as the NFL, his employer said it was okay, I am cool with. But Mr. Pitts got no business telling the rest of us who are protesting against Mr. Kaepernick's protest that we are somewhat wrong or being unjust. Just as Kaepernick can make his statements, we who oppose him, can make ours. Mr. Pitts' article is your classical liberal double standard where ""I can protest but you are  hater if you stand against me"" type of logic.

If Kaepernick want to speak out, let him. If we speak out against him, let us. That is how free speech works. And those who stand against Kaepernick, are not racist, haters or whatever demagoguery Mr. Pitts would like to use. We are people just like Kaepernick, protesting against his protest. Politics make hypocrites out of all of us but some fall deeper into the trap then others.",0
We can get people to turn them for a heck of a lot less money. Non union electricians are just as skilled in most cases. And they make a good living. The high union wages given to state and municipal govt  employees get passed on in the form of high utility rates and obscenely high property taxes. Time to cut back. Unions and their members need to do their fair share!,0
You didn't look hard enough.,0
"Curious post you make.  I think your crowd has been quite effective in killing a number of resource initiatives in Canada, including the Energy East pipeline, Northern Gateway as well as a number of LNG projects in British Columbia, all of which would have created jobs, providing taxpayer revenue to spendthrift Liberals... so given the number of resource initiatives that you've killed - I'm really not sure what you're complaining about ??",0
Moe Rahn,0
"""The registry is not considered punishment ...""
Some people consider execution to be humane because it puts the convict ""out of his misery."" You commit a horrible crime and are sent to prison as a punishment. Once you've served your time, and have completed your parole, why should the punishment continue because being restricted to certain areas and being excluded from certain places and unable to find a decent job is indeed ""punishment.""
Somebody who has physically attacked others with a club or knife or gun are allowed to live where they want, even though they are the criminals most likely to offend again, so what makes them different?
I can walk out of my house and kill somebody, but once the punishment is over I can go wherever I please and the only stigma is having a prison record because nobody will see my name and face on a state-maintained database for the rest of my life.",0
"That's a bit harsh but this lawsuit is ridiculous. Can you imagine if victim families sued the military members? If it's good one way, it's good the other way too. This woman needs to accept her husband died in the line of duty. As have scores of others through the years....",0
Multiculturalism at its finest!!!!,0
"'
…doxing people on a civil comment run board can get the user banned, 

…doxing is providing and posting of personal information that could be used to identify or locate individuals. 

…simple obvious online étiquette says it should never be practiced.",0
"""true equality could also be no religious holidays. Having only one group's holiday is the Orwellian principle of some people being more equal than others.""

It isn't Orwellian to expect that the society that has existed here for centuries should be ready to pull out its roots because these are Christian, to accommodate a small number of new arrivals who object to the culture that is already established here? Our holidays reflect our history and culture. Why such resentment of the established culture you have chosen to come to? 

 I suggested at my workplace that instead of 10 days holiday at Xmas for everyone, everyone should have 10 days to take as they wish. The most horrified response I got was from a secular Jew who liked everyone being off at the same time, rather than sectarian holidays by religion...

I believe now that is correct, shared common secular holidays like Xmas are enjoyed by everyone but a small but vocal group of the intolerant.",0
"I laugh at you , if you don't think these companies are passing the cost of this measure on to you you are kidding yourself.. NO ON 97 Don't be fooled like this person .",0
Whoever wrote this article is a piece of shit,1
"Why, exactly, do you think this was an ""Amazing"" pick? And give credit where credit is due. None of this is Putrumpski's doing.",0
Did you actually read the article before posting?,0
"From HopeRobert earlier:  ""The guy is either willfully deceitful or jaw dropping stupid.""

This.  And then some.  I can't believe that someone would readily walk into a war zone, one in which Westerners almost automatically get a hostile reaction, with a pregnant wife.

The one thing I will say:  given the level of chaos in Afghanistan, it's entirely possible that he and his family were well treated in one place and actively assaulted in another (and, passed from one group to another over the five years).  And, dazzling level of naiveté or not:  just because you're stupid, it doesn't mean you merit that kind of treatment.

...I truly feel sorry for her....",1
"The things they are demanding have to do with correcting injustices that still exist in American society such as racial and educational segregation and racism in the criminal justice system among other social problems. 
The Civil Rights Act of 1964 is only two-generations old. Legal discrimination endured for many generations and de facto discrimination and bias are still rampant today. 
Old ignorant white people like the ones commenting here should just go back to their booze pills and ignorance and leave the younger generation of non-white, educated kids alone. Isn't it enough that young people have to deal with the mess caused by ignorant white old white people?",1
"'
The same laws govern hazardous waste disposal on land, so it's not a matter of just creating more landfills.

The prohibition on incineration allow for high efficiency, low emission, power generating burners.

By the way, the EPA, which helps to protect the air we breath and the water we drink, among other things, was idea created and put into law by Republicans.

.",0
"Watch this video on tRump's America.  tRump claims he knows more about ISIS than our military generals.  tRump says he can shoot someone and he won't lose any votes.  How pathetic is tRump's nonsense?  The nation's military doesn't require this loose canon:

https://www.youtube.com/watch?v=DM9wMlYhfk4",1
"Wow.  Just wow. You actually believe the word vomit that you wrote.  That somehow a country of ppl in huts cooking with dung is more responsible for global warming than burning millions of tons of coal and oil. Ok. Love to see the studies you pulled these facts from or is just your belief?  Are you a climate scientist?  Probably not.  Niether am I.  Difference is I choose to believe the overwhelming 98%  consensus of actual scientists that do study this for a living, and not what I want to believe cause it suits me.",0
The people that want to do away with the electoral college are trying to chip away at the checks and balances put into the constitution.,0
"I want to add a quote from Professors Knapp and Berman of ISER on the impact of the decision by the governor, this from their landmark study of policy alternatives-""The impact of the PFD cut falls almost exclusively on residents, and it is highly regressive, so it has the largest adverse impact on the economy per dollar of revenues raised"". Read it and weep.",0
"I am completely against this convoluted tax policy however I hope the liberals go ahead with it. Bring it on!!!
The negative ramifications and anger will peak just in time for a 2019 election.",0
blah blah blah... keep on tweeting man!,0
